symbol,name,currency,summary,category_group,category,family,exchange
IBND,SPDR Bloomberg Barclays International Corporate Bond ETF,USD,"The investment seeks to provide investment results that correspond generally to the price and yield performance of the Bloomberg Barclays Global Aggregate ex-USD >$1B: Corporate Bond Index.
 The fund invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to be a broad based measure of the global investment grade, fixed rate, fixed income corporate markets outside the United States.",Fixed Income,Corporate Bonds,State Street Global Advisors,PCX
IBTA,iShares iBonds Dec 2021 Term Treasury ETF,USD,"The investment seeks to track the investment results of the ICE 2021 Maturity US Treasury Index composed of U.S. Treasury bonds maturing in 2021.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, except during the last months of its operations. The underlying index consists of publicly-issued U.S. Treasury securities that are scheduled to mature after December 31, 2020 and before December 16, 2021. It is non-diversified.",Fixed Income,Treasury Bonds,BlackRock Asset Management,NMS
IBTA.L,iShares $ Treasury Bond 1-3yr UCITS ETF USD (Acc),USD,"The investment objective of this Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the return of the ICE U.S. Treasury 1-3 Year Bond Index. In order to achieve this investment objective, the investment policy of the Fund is to invest in a portfolio of fixed income securities that as far as possible and practicable consist of the component securities of the ICE U.S. Treasury 1-3 Year Bond Index, this Fundâs Benchmark Index.",Fixed Income,Treasury Bonds,BlackRock Asset Management,LSE
IBTA.SW,iShares Public Limited Company - iShares $ Treasury Bond 1-3yr UCITS ETF,CHF,"This is an iShares UCITS ETF that tracks the performance of U.S. Treasury bonds with maturities between 1 and 3 years. The ETF provides exposure to a diversified portfolio of short-term U.S. government debt. iShares is a brand of BlackRock, a global investment management firm, with headquarters in New York City City.",Fixed Income,Treasury Bonds,BlackRock Asset Management,EBS
IBTAN.MX,iShares Public Limited Company - iShares $ Treasury Bond 1-3yr UCITS ETF,MXN,"This is an iShares UCITS ETF that tracks the performance of U.S. Treasury bonds with maturities between 1 and 3 years. The ETF provides exposure to a diversified portfolio of short-term U.S. government debt. iShares is a brand of BlackRock, a global investment management firm, with headquarters in New York City.",Fixed Income,Treasury Bonds,BlackRock Asset Management,MEX
IBTB,iShares iBonds Dec 2022 Term Treasury ETF,USD,"The investment seeks to track the investment results of the ICE 2022 Maturity US Treasury Index composed of U.S. Treasury bonds maturing in 2022.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, except during the last months of its operations. The underlying index consists of publicly-issued U.S. Treasury securities that are scheduled to mature after December 31, 2021 and before December 16, 2022. It is non-diversified.",Fixed Income,Treasury Bonds,BlackRock Asset Management,NMS
IBTC.SW,iShares $ Treasury Bond 1-3yr UCITS ETF CHF Hedged (Acc),CHF,"The investment objective of this Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the return of the ICE U.S. Treasury 1-3 Year Bond Index. In order to achieve this investment objective, the investment policy of the Fund is to invest in a portfolio of fixed income securities that as far as possible and practicable consist of the component securities of the ICE U.S. Treasury 1-3 Year Bond Index, this Fundâs Benchmark Index.",Fixed Income,Treasury Bonds,BlackRock Asset Management,EBS
IBTD,iShares iBonds Dec 2023 Term Treasury ETF,USD,"The investment seeks to track the investment results of the ICE 2023 Maturity US Treasury Index composed of U.S. Treasury bonds maturing in 2023.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, except during the last months of its operations. The underlying index consists of publicly-issued U.S. Treasury securities that are scheduled to mature after December 31, 2022 and before December 16, 2023. It is non-diversified.",Fixed Income,Treasury Bonds,BlackRock Asset Management,NGM
IBTE,iShares iBonds Dec 2024 Term Treasury ETF,USD,"The investment seeks to track the investment results of the ICE 2024 Maturity US Treasury Index composed of U.S. Treasury bonds maturing in 2024.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, except during the last months of its operations. The underlying index consists of publicly-issued U.S. Treasury securities that are scheduled to mature after December 31, 2023 and before December 16, 2024. It is non-diversified.",Fixed Income,Treasury Bonds,BlackRock Asset Management,NMS
IBTE.L,iShares $ Treasury Bond 1-3yr UCITS ETF EUR Hedged (Acc),EUR,"The investment objective of this Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the return of the ICE U.S. Treasury 1-3 Year Bond Index. In order to achieve this investment objective, the investment policy of the Fund is to invest in a portfolio of fixed income securities that as far as possible and practicable consist of the component securities of the ICE U.S. Treasury 1-3 Year Bond Index, this Fundâs Benchmark Index.",Fixed Income,Treasury Bonds,BlackRock Asset Management,LSE
IBTF,iShares iBonds Dec 2025 Term Treasury ETF,USD,"The investment seeks to track the investment results of the ICE 2025 Maturity US Treasury Index composed of U.S. Treasury bonds maturing in 2025.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, except during the last months of its operations. The underlying index consists of publicly-issued U.S. Treasury securities that are scheduled to mature after December 31, 2024 and before December 16, 2025. It is non-diversified.",Fixed Income,Treasury Bonds,BlackRock Asset Management,NMS
IBTG,iShares iBonds Dec 2026 Term Treasury ETF,USD,"The investment seeks to track the investment results of the ICE 2026 Maturity US Treasury Index composed of U.S. Treasury bonds maturing in 2026.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, except during the last months of its operations. The underlying index consists of publicly-issued U.S. Treasury securities that are scheduled to mature after December 31, 2025 and before December 16, 2026. It is non-diversified.",Fixed Income,Treasury Bonds,BlackRock Asset Management,NMS
IBTG.L,iShares $ Treasury Bond 1-3yr UCITS ETF GBP Hedged (Dist),GBP,"The investment objective of this Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the return of the ICE U.S. Treasury 1-3 Year Bond Index. In order to achieve this investment objective, the investment policy of the Fund is to invest in a portfolio of fixed income securities that as far as possible and practicable consist of the component securities of the ICE U.S. Treasury 1-3 Year Bond Index, this Fundâs Benchmark Index. The Fund intends to use optimisation techniques in order to achieve a similar return to the Benchmark Index and it is therefore not expected that the Fund will hold each and every underlying constituent of the Benchmark Index at all times or hold them in the same proportion as their weightings in the Benchmark Index.",Fixed Income,Treasury Bonds,BlackRock Asset Management,LSE
